nombre,letra
el triste,"Este es el celo que yo padezco

Échame en tus brazos mi alma güerita si a caso yo lo merezco

Este es el celo que yo padezco

Échame en tus brazos mi alma güerita si a caso yo lo merezco



(Coro)

Ay no, no, no eso no tiene que ver

Ay si, si, si lloro por esa mujer

Ay no, no, no eso no tiene que ver

Ay si, si, si lloro por esa mujer



Qué triste estoy quiero llorar

Pero no por esos ojos mi vida por otros que andan por hay

Qué triste estoy quiero llorar

Pero no por esos ojos mi vida por otros que andan por hay



(Coro)



Qué triste estoy porque te vas

Ay por el camino mi vida me la pagaras

Qué triste estoy porque me voy

Ay por el camino mi vida te diré quien soy



(Coro)
"
que chulos ojos,"que chulos ojos,

los que tiene

esa linda joven

que estoy mirando....



que miradita

esa que me esta matando

yo la voy a convenser



es tan bonita

su hermosura me a relumbrado

por sus encantos



es tan bonita

yo le voy hablar de amores

que chulada de mujer



que cuerpo,que cara,que ojitos chiquitos

ojitos que provocan el fuego del amor



que cuerpo,que cara que ojitos bonitos

ojitos que provocan el fuego mi amor





que chulos ojos

son luceros

que alumbran

mi alma cuando me miran



cuando me miran

parece que estoy soñando

y no quiero amanecer"
la fiesta del mariachi,"La fiesta va comenzar

adornen esos portones,

la fiesta va comenzar

adornen esos portones.



Yaa... va llegando el mariachi

cantando sones

con sus guitarras

y guitarrones...

pa que se alegren

y que retocen

los corazones.



Yaa... va llegando el mariachi

cantando sones

con sus guitarras

y guitarrones...

pa que se alegren

y que retocen

los corazones.



Ay lalala lalay

ay lalala lalay

agarre su polla

pa que se baile

este lindo son.



Ay lalala lalay

ay lalala lalay

saque polvadera

pa que retoce mi corazon.



La fiesta sigue bonita

toda llena de alegria,

la fiesta sigue bonita

toda llena de alegria."
pescador de hombres,"Tu has venido a la oriila

no has buscado a sabios, ni a ricos

tan solo quieres que yo te siga



Señor, me has mirado a las ojos

sonriendo, has dicho mi nombre

en la rena, he dejado mi barca

junto a ti, buscare otro mar



Tu necitas mis manos

mis cansancios que a otros descansen

amor que quiero seguir amando



Señor, me has mirado a las ojos

sonriendo, has dicho mi nombre

en la rena, he dejado mi barca

junto a ti, buscare otro mar



Tu sabes bien lo que quiero

en mi barca no hay oro ni espadas

tan solo redes y mi trabajo



Señor, me has mirado a las ojos

sonriendo, has dicho mi nombre

en la rena, he dejado mi barca

junto a ti, buscare otro mar"
que chulada de mujer,"Que chulos ojos

los que tiene esa linda joven

que estoy mirando

que miradita

esa que me esa matando

yo la voy ha convencer

es tan bonita

su hermosura me ha deslumbrado

por sus encantos

es tan bonita

yo le voy ha hablar de amores

que chulada de mujer



Que cuerpo, que cara, que ojitos Chiquitos

ojitos que provocan el fuego del amor

que cuerpo, que cara, que ojitos Bonitos

ojitos que provocan el fuego de mi amor



Que chulos ojos

son luceros que alumbran mi alma cuando me miran

cuando me miran

parece que estoy soñando

y no quiero amanecer



Es tan bonita

su hermosura me ha deslumbrado por sus encantos

es tan bonita

yo le voy ha hablar de amores

que chulada de mujer"
ojos tapatios,"No hay ojos mas lindos,

en la tierra mia,

que los negros ojos, de la tapatia;

miradas que matan,

ardientes pupilas,

noche cuando duermen,

luz cuando nos miran.



En noche de luna,

perfume de azhares,

en el cielo estrellas

y tibios los aires,

y tras de la reja,

cubierta de flores,

la novia que espera,

temblando de amores, siiiiii



Al ver esos ojos

que inquietos esperan,

apagan sus luces,

las blancas estrellas;

los aires esparcen aromas mejores,

y todas las flores suspiran de amor.



Por una mirada,

de tan lindos ojos,

estrellas y flores,

padecen de enojos;

los aires suspiran,

el cielo se apaga,

y en el alma vaga,

la queja,

de amor.
"
el toro viejo,"Por ay viene el caporal cayéndose de borracho (* 2)

diciéndole a los vaqueros: échenme ese toro gacho (* 2)

apa toro que allá va: lázalo!! ya lo alazé

amárrale hombre!! ya lo amarré

piálalo!! ya lo pialé

túmbalo!! ya lo tumbé

échale el pretal!! ya se lo eché

asiérralo hombre!! ya lo aserré

móntale hombre!! ya le monté

capoteal hombre!! lo capoteé

échalo pa' fuera!! yo ya lo eché

llama a cabresto!! eso no sé

Si tu no sabes te enseñaré...

ooo oooo ooooooooo

muchachos allá va el toro, no se lo dejen llegar

porque ese toro es muy bravo, no los vaya a revolcar

muchachos allá va el toro, no se lo dejen llegar

ay les mandaré el capote pa' que lo puedan torear"
la feria de las flores.,"Me gusta cantarle al viento

porque vuelan mis cantares,

y digo lo que yo siento

por toditos los lugares.



Aquí vine porque vine

a la feria de las flores,

no hay cerro que se me empine

ni cuaco que se me atore.



En mi caballo retinto

he venido de muy lejos,

y traigo pistola al cinto

y con ella doy consejos.



Atravesé la montaña

pa' venir a ver las flores;

aquí hay una rosa huraña,

que es la flor de mis amores.



Y aunque otro quiera cortarla

yo la devisé primero,

y juro que he de robarla

aunque tenga jardinero.



Yo la he de ver trasplantada

en el huerto de mi casa,

y si sale el jardinero



pos a ver. . . a ver qué pasa.
"
camino real de colima,"CAMINO REAL DE COLIMA

Camino real de Colima, dicen que yo no lo sé.

Camino real de Colima, dicen que yo no lo sé.

Como no lo he de saber, si en el camino me crié.

Como no lo he de saber, si en el camino me crié.

Camino Real de Colima.

MÚSICA

Camino Real de Colima, tiene mil altos y bajos.

Camino Real de Colima, tiene mil altos y bajos.

En compañía de mi chata, ando pasando trabajos.

En compañía de mi chata, ando pasando trabajos.

Camino Real de Colima.

MÚSICA

Tomo la pluma en la mano, para escribir y firmar.

Tomo la pluma en la mano, para escribir y firmar.

Los trabajos que pasé, en ese camino real.

Los trabajos que pasé, en ese camino real.

Tomo la pluma en la mano.

(OTRAS ESTROFAS)

Camino real de colima, dicen que yo no lo sé.

Camino real de colima, dicen que yo no lo sé.

En compañía de mi chata, de rodillas lo andaré.

En compañía de mi chata, de rodillas lo andaré.

Camino Real de Colima."
a esa mujer,"Se ha quedado en mi pensamiento un bello recuerdo

de una mujer tan buena que siempre rezaba para

protegernos

repartia su besos repartia su llanto de aquellos

momentos

y hoy pasan los años y ella sigue siempre con sus

sentimientos

la recuerdo tan altiva y bella dueña de mis sueños

queriendo como nadie toda su ternura iba repartiendo

a esos pedacitos que Dios le mandara para su alegrìa

y hoy pasan los años y ella sigue siempre alumbrando

el dìa



(A esa mujer)

la bendigo por ser buena y por ser lo mas grande

del mundo

(A esa mujer)

le venero por que fue la que me diò la vida la quiero"
fiesta en jalisco,"Saludos, esta es mi primera letra :D

Y como en todo el internet no está aquí con mucho gusto la pongo



De Cocula es el mariachi de Tecalitlán los sones



-Música-



Traigo un amor

Y lo traigo tan adentro

Que hay momentos, que no siento

Donde traigo el corazón

Traigo un querer

Tan adentro está de mi alma

He perdido hasta la calma

Por querer a esta mujer



El Jarabe zapateado de castilla salta a Valdo

y el mariachi entusiasmado lanza sones sin parar

el palenque se reboza en la sangre de un tapado

y una china coquetona busca amores al cantar



-Música-



Que digan que estoy dormido

Y que me traigan aquí

México lindo y querido,

Si muero lejos de ti"
cancion mixteca,"Canción Mixteca



by N/A

Que lejos estoy del suelo.

Donde he nacido.

Inmensa nostalgia invade.

Mi pensamiento.

Y al verme tan solo y triste.

Cual hoja al viento.

Quisiera llorar.

Quisiera morir de sentimento.

!Oh!tierra del sol.

Suspiro por verte.

Ahora que lejos.

yo vivo sin luz, sin amor...
"
sabes una cosa,"Sabes una cosa

tengo algo que decirte

y no sé como empezar

a explica lo que te quiero cantar.



Sabes una cosa

no encuentro las palabras

ni versos,rimas o prosa

quizá con una rosa

te lo pueda decir.



Sabes una cosa

no se ni desde cuando

llegaste de repente

mi corazon lo empiesa a notar.



Sabes una cosa

te quiero niña hermosa

y te entrego en esta rosa

la vida que me pueda quedar.



Doy gracias al cielo

por haberte conocido

por haberte conocido

doy gracias al cielo.



Y le cuento a las estrellas

lo bonito que sentí

lo bonito que sentí

cuando te conocí."
ave maria,"Ave maria

Gratia plena

Maria, gratia plena

Maria, gratia plena

Ave, ave dominus

Dominus tecum

Benedicta tu in mulieribus

Et benedictus

Et benedictus fructus ventris

Ventris tuae, jesus.

Ave maria



Coro AAAAAA
"
de repente,"De repente

Como un niño que se vuelve adolescente

Como quien se vuelve loco

Y confunde su pasado y su presente



Como si fuera brujería

Tu alegría me llenó completamente

Que milagro fue vida mía

Que manera tienes de amar



De repente

Me moría por seguirte la corriente

Por la noche y por el día

Te veía en cada rostro de la gente

Vida mía



De repente

Caminaste los caminos de mi mente

Le quitaste las arrugas a mi frente

Y sembraste tu sonrisa en mi dolor



Como si fuera brujería

Tu alegría me llenó completamente

Que milagro fue vida mía

Que manera tienes de amar"
el caporal,"Abran el corral muchachos que allá viene el caporal.

(Abran el corral muchachos que allá viene el caporal).

Viene corriendo un novillo por ese camino real.

Haber si logra alcanzarlo pa poderlo jinetear.

¡uya! ¡uya!, ¡uya! ¡uya! ¡jah!

(¡uya! ¡uya! ¡uya! ¡uya! ¡jah!)

MÚSICA

Dicen que aquel caporal monta un caballo roano,

(Dicen que aquel caporal monta un caballo roano)

Con un lucero en la frente, y le llaman ""El Cubano"".

Pa correr es el primero, en las pistas y en los llanos.

¡uya! ¡uya! ¡uya! ¡uya! ¡jah!

(¡uya! ¡uya! ¡uya! ¡uya! ¡jah!)

MÚSICA

Soy del purito Jalisco mi semblante lo dirá,

(soy de purito Jalisco mi semblante lo dirá)

Uso sombrero de charro y les brindo mi amistad.

Y cuando tiendo la mano, la doy con sinceridad.

¡uya! ¡uya! ¡uya! ¡uya! ¡jah!,

(¡uya! ¡uya! ¡uya! ¡uya! ¡jah!)
"
maquina 501,"Makina 501....

la ke korrio por sonora

por eso los garroteros el ke no suspira llora...



era un domingo señores...

komo a las 3 de la tarde

estaba jesús garcia akariciando a su madre..



dentro de pokos momentos..

madre tengo ke partir

del tren se escucha el silvato

se aserka mi por venir..



cuando llego a la estacion...

el tren ya estaba silvando

y un carro con dinamita se les estaba kemando..



el fogonero le dicee..

jesús vamonos bajando mira ke el karro de atras

ya se nos viene kemando



jesús garcia le kontesta..

yo pienso muy diferente yo no kiero

ser la kausa de ke muera

tanta gente..."
bala perdida,"No es que no te quiera

Si ya no te sigo besando

(No es que no te quiera

Si ya no te sigo besando)



La cruz no pesa lo que calan

Son los filos

Cariño santo cariño santo

Yo no te dejo

Ni aunque me griten

Ni aunque me griten

Que ya me estás

Que ya me estás

Que ya me estás acabando



Las balas perdidas

Pegaron siempre en mi pecho

(Las balas perdidas

Pegaron siempre en mi pecho)



Pero tus besos me inyectaron

Nueva vida

Bala perdida bala perdida

Bien haya el mauser

Que te ha tronao

Que te ha tronao

Para acabar

Para acabar

Para acabar con mi vida"
el ranchero afamado,"Soy el ranchero afamado

que de la sierra he bajado

vengo a gastar mi dinero

no les vengo a pedir fiado

cuando llegue a la placita

agarre la callesita

preguntandole a la gente

donde vive Teresita

La gente me contestaba

Teresita no esta aqui

se la llevaron sus padres

para San Luis Potosi

ensillenme mi caballo

tambien mi yegua alazana

si no me llevo a Teresa

siempre me llevo a su hermana

Donde esta mi carabina

la pistola de mi hermano

entrenle no sean cobardes

se me hace que yo les gano

Con mi sombrero de lado

y mi guitarra cantando

se despide de sus cuates

este ranchero afamado.
"
20 años,"Traigo un sentimiento pero muy

adentro

En el mero fondo de mi corazon

Viejas decepciones

Que me trajo el tiempo

De una historia negra

De un maldito amor



La mujer que quise me dejó

Por otro

Le seguí los pasos y maté a los dos

Yo no fuí culpable

Porque estaba loco

Loco por los celos

Loco por su amor



Las leyes de la tierra

Dictaron mi sentencia

Me dieron sin clemencia

20 años de prisión

Y aquí estoy prisionero

Mirando tras la reja

Unicamente al cielo

Donde se encuentra Dios



La mujer que quise me dejó

Por otro

Le seguí los pasos y maté a los dos

Yo no fuí culpable

Porque estaba loco

Loco por los celos

Loco por su amor"
